,Vehicle Class,Coverage,Renew Offer Type,Employment Status,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value,Gender,Location Code,Policy Duration (Months)
5552,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,5,77.0,338.144854,62455.0,6104.849081,M,Urban,85
203,Two-Door Car,Extended,Offer2,Retired,Married,Bachelor,9,83.0,398.4,27681.0,6057.07208,M,Suburban,62
3539,SUV,Extended,Offer2,Employed,Married,Doctor,3,133.0,229.930796,36495.0,10629.21789,F,Rural,97
1305,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,61.0,238.530745,69024.0,2287.91729,F,Urban,32
5600,Four-Door Car,Extended,Offer3,Employed,Married,Doctor,7,76.0,62.291009,90778.0,6131.663176,M,Rural,29
4953,Two-Door Car,Basic,Offer1,Employed,Single,High School or Below,3,72.0,204.620759,57925.0,5583.068307,F,Urban,13
824,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,68.0,326.4,53021.0,2599.04158,M,Suburban,71
4157,Two-Door Car,Basic,Offer1,Employed,Married,College,1,65.0,77.54669,25981.0,2590.654042,F,Rural,38
1025,Four-Door Car,Basic,Offer2,Employed,Married,College,8,69.0,167.738267,59649.0,5562.456386,F,Rural,71
2329,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,2,85.0,262.504882,61063.0,16870.3882,M,Urban,4
4781,Two-Door Car,Basic,Offer3,Employed,Married,College,3,70.0,267.786573,97868.0,5577.54128,M,Urban,22
852,Luxury Car,Extended,Offer1,Employed,Single,Doctor,1,247.0,562.088587,75716.0,9928.986032,F,Rural,32
1947,Two-Door Car,Basic,Offer1,Employed,Married,High School or Below,3,66.0,475.2,20269.0,5301.835462,F,Suburban,79
4360,Four-Door Car,Basic,Offer4,Employed,Married,College,6,66.0,316.8,40818.0,5267.848664,M,Suburban,3
732,Two-Door Car,Basic,Offer1,Medical Leave,Divorced,College,4,74.0,95.925021,19591.0,5635.249486,F,Rural,79
1299,Four-Door Car,Basic,Offer2,Employed,Married,Master,6,64.0,307.2,97131.0,5181.620895,F,Suburban,80
3071,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,3,72.0,345.6,83318.0,5811.918112,M,Suburban,58
268,SUV,Basic,Offer1,Employed,Married,High School or Below,1,119.0,112.268583,54194.0,4779.893422,M,Rural,90
4003,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,74.0,475.01424,77041.0,3000.437822,F,Suburban,61
2159,Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,9,95.0,233.265397,99359.0,7591.827171,M,Rural,19
3826,Sports Car,Extended,Offer1,Employed,Divorced,College,2,126.0,45.049185,95140.0,15228.19865,F,Rural,52
3082,Four-Door Car,Basic,Offer4,Employed,Married,Doctor,4,69.0,466.570791,78879.0,5509.895664,M,Suburban,67
3485,SUV,Premium,Offer3,Employed,Single,College,3,173.0,830.4,28919.0,13350.1209,F,Suburban,88
4991,Four-Door Car,Basic,Offer4,Employed,Married,College,2,70.0,106.737787,72117.0,8364.559003,M,Rural,98
4999,Two-Door Car,Extended,Offer1,Employed,Married,Bachelor,2,85.0,117.467331,32869.0,20120.56053,M,Rural,49
5311,Four-Door Car,Extended,Offer1,Employed,Single,College,2,86.0,412.8,39930.0,9708.504642,M,Suburban,64
5081,Four-Door Car,Extended,Offer3,Medical Leave,Married,College,5,79.0,344.693511,23843.0,6120.185345,F,Urban,42
1998,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,82.0,393.6,22711.0,25805.26839,M,Suburban,74
3236,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,61.0,292.8,52926.0,2457.576007,F,Suburban,92
1232,Four-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,2,74.0,355.2,37224.0,8742.472473,F,Suburban,23
2553,Two-Door Car,Basic,Offer1,Employed,Married,College,1,73.0,191.934494,45768.0,2931.155192,F,Urban,27
4920,Sports Car,Extended,Offer1,Employed,Married,College,1,126.0,604.8,45867.0,5010.917847,M,Suburban,12
194,SUV,Basic,Offer2,Medical Leave,Married,College,2,100.0,1177.323534,16266.0,11513.35549,M,Suburban,23
511,SUV,Extended,Offer2,Employed,Single,High School or Below,9,137.0,657.6,50607.0,10737.68425,M,Suburban,0
2205,SUV,Basic,Offer3,Employed,Single,Master,1,108.0,52.339396,21885.0,4210.096739,M,Rural,29
2032,Sports Car,Basic,Offer2,Employed,Married,Bachelor,2,111.0,302.137164,54684.0,13167.60512,F,Urban,15
617,Sports Car,Basic,Offer2,Employed,Married,High School or Below,9,107.0,178.006524,95697.0,8564.768226,M,Rural,29
903,SUV,Extended,Offer3,Employed,Married,Master,3,121.0,272.788141,99654.0,9863.502214,F,Rural,95
5526,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,2,90.0,432.0,25983.0,10721.61076,F,Suburban,43
273,Sports Car,Extended,Offer2,Employed,Single,College,1,137.0,708.220713,58357.0,5350.367001,F,Suburban,76
3569,Four-Door Car,Basic,Offer1,Disabled,Married,College,3,66.0,316.8,20181.0,4792.509792,F,Suburban,66
2856,SUV,Premium,Offer1,Employed,Married,Bachelor,2,182.0,952.849701,56044.0,21776.5819,M,Suburban,32
726,Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,66.0,225.578841,78618.0,2619.337376,M,Urban,56
3394,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,71.0,200.38673,42297.0,2783.583044,M,Urban,62
996,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,72.0,332.945455,38798.0,2853.512645,M,Urban,48
2015,Two-Door Car,Extended,Offer4,Employed,Married,College,1,94.0,386.520235,68727.0,3776.665506,F,Urban,76
4643,Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1,68.0,291.257059,84450.0,2679.686625,M,Urban,12
1133,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,3,63.0,232.745161,88989.0,5055.902381,F,Urban,28
2276,Four-Door Car,Basic,Offer3,Employed,Married,Master,3,64.0,135.340489,94186.0,5201.971427,M,Rural,50
3288,Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,7,78.0,374.4,52018.0,5971.313496,M,Suburban,37
525,Four-Door Car,Basic,Offer3,Employed,Single,College,2,74.0,355.2,49665.0,8769.266756,F,Suburban,51
298,Two-Door Car,Basic,Offer4,Employed,Single,High School or Below,2,70.0,46.053458,45270.0,8161.781091,F,Rural,63
4931,SUV,Basic,Offer1,Employed,Divorced,College,3,100.0,71.773341,75497.0,7951.777533,M,Rural,72
860,Four-Door Car,Basic,Offer1,Employed,Married,Master,2,66.0,402.749918,41832.0,7942.174213,M,Suburban,15
2757,Two-Door Car,Basic,Offer3,Medical Leave,Married,High School or Below,8,63.0,453.6,26660.0,4892.422239,F,Suburban,40
2490,Four-Door Car,Extended,Offer3,Medical Leave,Married,High School or Below,1,95.0,456.0,19013.0,3649.658983,M,Suburban,58
1711,SUV,Basic,Offer2,Employed,Married,College,2,112.0,784.65781,50631.0,13297.71225,F,Suburban,12
1672,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,2,71.0,41.229484,94242.0,8595.982289,F,Rural,7
1474,Luxury SUV,Basic,Offer1,Employed,Single,High School or Below,1,196.0,798.002689,63786.0,7778.532347,M,Urban,81
2717,Two-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2,62.0,36.285512,78337.0,21892.3539,M,Rural,88
5465,SUV,Extended,Offer3,Employed,Married,Bachelor,1,122.0,1134.960471,37406.0,4864.527356,M,Suburban,38
3912,Four-Door Car,Extended,Offer1,Employed,Divorced,College,9,79.0,379.2,32330.0,6052.003301,M,Suburban,27
4472,Four-Door Car,Basic,Offer1,Employed,Married,College,3,69.0,120.109061,46971.0,5522.769962,M,Rural,21
5174,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,1,74.0,355.2,51622.0,2917.539465,F,Suburban,32
1524,Four-Door Car,Basic,Offer1,Employed,Married,College,1,68.0,94.845076,58729.0,2642.932059,M,Rural,67
1680,Four-Door Car,Basic,Offer1,Employed,Married,Doctor,6,69.0,330.138332,43091.0,5450.394878,M,Urban,36
1530,Four-Door Car,Basic,Offer3,Medical Leave,Single,High School or Below,1,62.0,219.288706,16618.0,2272.335352,F,Urban,40
1126,Four-Door Car,Basic,Offer3,Employed,Divorced,Bachelor,8,61.0,205.332749,25813.0,4784.960513,F,Urban,97
4992,Four-Door Car,Extended,Offer3,Employed,Single,College,5,85.0,372.893812,64008.0,5970.995737,M,Urban,66
250,SUV,Basic,Offer1,Employed,Married,High School or Below,1,110.0,303.872752,58577.0,4428.031583,F,Urban,62
2696,SUV,Basic,Offer3,Employed,Single,College,1,104.0,499.2,60759.0,4089.463358,F,Suburban,85
1340,SUV,Basic,Offer4,Employed,Married,High School or Below,1,112.0,324.812083,97949.0,4475.05212,F,Urban,13
4747,Sports Car,Premium,Offer2,Employed,Divorced,College,4,151.0,826.658992,21506.0,11660.57298,F,Suburban,42
4226,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,85.0,62.282034,39754.0,3369.71211,M,Rural,35
1885,Four-Door Car,Extended,Offer2,Employed,Married,Master,9,81.0,388.8,74424.0,6554.390004,M,Suburban,74
330,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,1,68.0,51.822348,78889.0,2736.944466,F,Rural,84
3510,Two-Door Car,Basic,Offer4,Employed,Married,College,7,65.0,206.01822,61417.0,5143.878519,M,Urban,35
130,Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,64.0,401.592109,33906.0,7579.532717,F,Suburban,49
862,Sports Car,Premium,Offer2,Disabled,Married,College,3,181.0,476.707749,17961.0,13881.03947,F,Urban,51
5070,Two-Door Car,Basic,Offer2,Employed,Single,Bachelor,1,72.0,114.429816,61029.0,2836.677371,F,Rural,98
786,Two-Door Car,Basic,Offer1,Employed,Single,Bachelor,8,68.0,204.685796,38466.0,5261.419836,M,Urban,5
5142,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,3,67.0,193.147858,32365.0,5278.528037,M,Urban,78
5511,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,5,81.0,563.727058,40675.0,6289.799089,M,Suburban,15
1254,Two-Door Car,Basic,Offer1,Medical Leave,Married,Bachelor,1,65.0,67.618365,15585.0,2423.259778,M,Rural,24
1529,Two-Door Car,Basic,Offer2,Employed,Married,College,3,61.0,121.88814,88079.0,4864.382304,M,Rural,37
4930,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,6,71.0,337.727542,88055.0,5738.277584,F,Urban,37
4899,Two-Door Car,Extended,Offer1,Employed,Married,Master,3,82.0,393.6,38795.0,6519.287872,M,Suburban,41
4287,Luxury SUV,Premium,Offer2,Employed,Divorced,College,1,253.0,1214.4,25965.0,9830.337629,F,Suburban,59
4542,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,65.0,323.485239,50148.0,2582.862313,F,Suburban,45
5323,Four-Door Car,Basic,Offer1,Employed,Single,College,6,67.0,272.195232,89158.0,5349.996572,F,Urban,71
4332,Four-Door Car,Basic,Offer2,Employed,Married,Master,1,63.0,302.4,43072.0,2523.07015,M,Suburban,15
4439,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,8,83.0,398.4,44379.0,6529.911496,M,Suburban,12
4558,Two-Door Car,Basic,Offer2,Employed,Married,Master,6,68.0,165.523154,89205.0,5494.87251,M,Rural,86
2341,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,92.0,441.6,86863.0,7437.693335,M,Suburban,26
1399,Four-Door Car,Basic,Offer2,Medical Leave,Married,College,1,71.0,398.502948,17576.0,2722.210707,F,Suburban,70
1671,Two-Door Car,Extended,Offer1,Medical Leave,Divorced,High School or Below,1,99.0,475.2,23051.0,3837.357574,M,Suburban,86
4975,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,1,80.0,134.371323,58248.0,3157.742637,M,Rural,1
3040,Two-Door Car,Basic,Offer1,Employed,Single,High School or Below,3,65.0,7.793078,86451.0,5191.446028,M,Rural,99
1927,SUV,Premium,Offer1,Disabled,Married,Bachelor,2,168.0,806.4,24695.0,25640.24004,F,Suburban,83
259,SUV,Basic,Offer1,Employed,Married,College,3,102.0,369.614729,50825.0,8092.87696,M,Urban,46
474,Sports Car,Basic,Offer1,Employed,Married,High School or Below,2,115.0,295.335363,53602.0,37243.63312,F,Urban,60
4036,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,97.0,49.797016,93595.0,3763.637743,M,Rural,30
1748,Two-Door Car,Basic,Offer2,Employed,Single,Master,1,65.0,312.0,20200.0,2417.777032,F,Suburban,51
3362,Four-Door Car,Basic,Offer1,Employed,Single,College,1,62.0,244.269407,31617.0,2347.048112,M,Urban,29
1642,Two-Door Car,Extended,Offer4,Employed,Married,College,1,84.0,403.2,26140.0,3269.013926,M,Suburban,37
61,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2,69.0,331.2,23671.0,8060.161694,M,Suburban,45
4306,Four-Door Car,Extended,Offer2,Employed,Single,High School or Below,2,88.0,117.470445,61650.0,10506.93706,M,Rural,2
4186,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,61.0,146.119178,60969.0,7258.992716,M,Rural,5
5419,SUV,Extended,Offer1,Employed,Divorced,Bachelor,1,122.0,223.028356,46143.0,4794.931261,F,Rural,85
3239,Four-Door Car,Basic,Offer4,Employed,Single,College,1,66.0,198.263056,68321.0,2565.124294,M,Urban,44
3646,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,62.0,430.093647,54289.0,7385.359236,M,Suburban,13
5178,Four-Door Car,Extended,Offer3,Employed,Divorced,High School or Below,1,90.0,432.0,36168.0,3549.016697,M,Suburban,14
1307,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,64.0,155.938593,24825.0,2497.45507,M,Rural,44
4986,Luxury SUV,Extended,Offer1,Employed,Married,Bachelor,2,244.0,494.395024,34226.0,29091.23936,F,Rural,22
4976,Luxury SUV,Extended,Offer1,Medical Leave,Married,Bachelor,2,242.0,1350.379181,18047.0,36293.14678,M,Suburban,50
1997,Two-Door Car,Extended,Offer3,Employed,Married,High School or Below,1,83.0,182.948495,45944.0,3330.672761,F,Rural,4
5184,Two-Door Car,Premium,Offer1,Disabled,Married,College,1,110.0,1067.333126,25943.0,4145.711862,M,Suburban,83
2289,SUV,Basic,Offer1,Employed,Married,College,2,117.0,720.752945,54193.0,14014.72129,M,Suburban,83
2465,Sports Car,Extended,Offer1,Employed,Divorced,High School or Below,1,136.0,652.8,40308.0,5396.372449,F,Suburban,69
1895,Luxury SUV,Basic,Offer3,Employed,Married,Bachelor,3,198.0,808.844338,95340.0,15531.78589,M,Urban,84
2583,Four-Door Car,Basic,Offer2,Employed,Married,College,2,67.0,277.685667,65473.0,8007.349108,F,Urban,14
4453,Two-Door Car,Basic,Offer1,Employed,Married,College,9,69.0,192.879457,56872.0,5551.394979,F,Urban,99
661,SUV,Basic,Offer2,Employed,Single,High School or Below,8,107.0,513.6,59839.0,8093.898245,M,Suburban,52
4159,SUV,Basic,Offer2,Employed,Married,College,3,102.0,489.6,29057.0,8178.235107,F,Suburban,24
458,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,79.0,379.2,52082.0,3145.456489,M,Suburban,47
2238,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,62.0,297.6,65900.0,20018.20459,F,Suburban,41
408,Four-Door Car,Basic,Offer3,Employed,Divorced,Bachelor,1,64.0,307.2,37612.0,2537.969253,F,Suburban,32
4325,Four-Door Car,Extended,Offer1,Employed,Single,College,3,94.0,451.2,32517.0,6798.272436,F,Suburban,53
4573,SUV,Basic,Offer1,Employed,Married,Bachelor,8,101.0,710.661746,31686.0,7685.402943,M,Suburban,45
1519,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,3,62.0,2.96438,21907.0,4916.577034,F,Rural,47
5513,Four-Door Car,Extended,Offer1,Medical Leave,Single,College,3,81.0,583.2,25125.0,5970.816921,F,Suburban,91
976,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,2,65.0,224.093027,53330.0,7651.099258,F,Urban,57
1513,Sports Car,Extended,Offer4,Employed,Married,Bachelor,1,133.0,482.328161,83771.0,5358.269985,F,Urban,18
845,Two-Door Car,Basic,Offer2,Employed,Married,Master,1,70.0,336.0,99612.0,2855.687705,F,Suburban,20
3116,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,77.0,36.818178,45032.0,6143.898219,F,Rural,35
1341,Luxury Car,Basic,Offer4,Employed,Married,Bachelor,3,192.0,921.6,36637.0,15320.21872,M,Suburban,52
2191,Luxury SUV,Extended,Offer2,Employed,Single,College,1,210.0,1008.0,58414.0,7840.165778,M,Suburban,24
1827,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,5,67.0,321.6,25714.0,5319.838729,F,Suburban,57
4216,SUV,Basic,Offer4,Employed,Married,College,1,104.0,748.8,24123.0,4087.512572,M,Suburban,61
1329,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,2,67.0,282.657499,20532.0,7858.047444,F,Urban,68
1082,Four-Door Car,Premium,Offer2,Employed,Divorced,Bachelor,1,111.0,60.036683,63774.0,4376.363592,F,Rural,63
1455,Two-Door Car,Basic,Offer2,Employed,Married,College,1,72.0,7.214579,77748.0,2885.002508,F,Rural,51
3756,SUV,Basic,Offer4,Employed,Married,Bachelor,3,118.0,566.4,47048.0,9420.965855,F,Suburban,37
4798,Four-Door Car,Basic,Offer3,Medical Leave,Divorced,Bachelor,3,64.0,71.303109,29414.0,4729.593583,M,Rural,32
3225,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,2,73.0,525.6,78362.0,17484.53438,F,Suburban,66
3653,Two-Door Car,Extended,Offer1,Medical Leave,Married,College,7,94.0,451.2,10710.0,7255.714453,M,Suburban,33
11,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,2,66.0,227.44626,35624.0,19237.77089,M,Urban,55
4147,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,7,66.0,309.577946,68931.0,5332.462694,F,Urban,30
4989,SUV,Extended,Offer3,Employed,Married,Bachelor,6,129.0,412.829624,72334.0,10103.64886,F,Urban,66
5520,Four-Door Car,Extended,Offer2,Employed,Married,College,1,98.0,681.167228,62445.0,3921.018919,F,Suburban,12
812,Two-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,2,63.0,649.83837,29734.0,17208.05642,F,Suburban,86
4698,Four-Door Car,Extended,Offer1,Employed,Married,College,6,81.0,303.384527,50037.0,6513.612638,F,Urban,91
1465,Four-Door Car,Extended,Offer2,Employed,Married,College,2,84.0,450.996589,58194.0,10049.28585,M,Suburban,23
2893,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,5,85.0,410.946167,42433.0,6751.782327,M,Suburban,47
2712,Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,3,61.0,117.036869,85756.0,4821.156466,M,Rural,74
1880,Two-Door Car,Basic,Offer3,Employed,Married,Doctor,2,61.0,276.590788,32312.0,7218.015592,F,Urban,31
1224,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,3,61.0,292.8,24149.0,4855.773614,F,Suburban,10
225,Sports Car,Basic,Offer1,Employed,Single,College,1,104.0,499.2,30061.0,4061.997378,F,Suburban,22
2976,Two-Door Car,Extended,Offer2,Employed,Single,Master,7,85.0,324.413656,68423.0,6748.231188,M,Urban,81
541,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,74.0,418.534381,26841.0,2852.527169,M,Suburban,17
2701,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,5,89.0,63.516572,41449.0,7083.212357,F,Rural,45
1537,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,69.0,255.946801,34865.0,2734.149158,M,Urban,16
985,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,61.0,292.8,99144.0,2463.236825,M,Suburban,51
1475,Two-Door Car,Basic,Offer2,Retired,Married,Bachelor,5,72.0,345.6,19651.0,5595.971365,F,Suburban,68
3500,Two-Door Car,Basic,Offer3,Disabled,Married,Bachelor,1,71.0,34.651305,19003.0,2612.756658,M,Rural,21
2050,Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2,96.0,192.144838,45039.0,23207.26972,F,Rural,94
5079,Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,7,96.0,329.522858,36247.0,7613.193095,M,Urban,29
5196,Two-Door Car,Premium,Offer1,Employed,Single,Bachelor,1,106.0,508.8,95647.0,4233.56878,F,Suburban,30
2111,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,9,68.0,326.4,35637.0,5377.014781,M,Suburban,11
834,Sports Car,Extended,Offer2,Employed,Divorced,Doctor,5,137.0,657.6,24164.0,10972.06778,M,Suburban,40
1964,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,3,71.0,315.160937,34974.0,5671.927479,F,Urban,36
1063,Four-Door Car,Extended,Offer2,Employed,Married,Master,3,94.0,451.2,28377.0,7434.675149,M,Suburban,99
1962,Sports Car,Extended,Offer1,Employed,Divorced,High School or Below,1,135.0,637.063458,50200.0,5295.741716,M,Urban,98
4895,Four-Door Car,Basic,Offer1,Disabled,Divorced,High School or Below,2,69.0,470.097411,23769.0,7931.722181,F,Suburban,14
1993,Four-Door Car,Extended,Offer2,Employed,Single,High School or Below,1,78.0,317.982567,97234.0,3105.35094,F,Urban,39
2897,Sports Car,Basic,Offer2,Employed,Married,High School or Below,5,101.0,487.102627,76879.0,8110.704417,M,Suburban,44
2304,SUV,Premium,Offer2,Employed,Married,Bachelor,6,190.0,912.0,22799.0,15042.57658,F,Suburban,75
4242,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2,67.0,430.29174,51125.0,7957.630101,M,Suburban,67
2801,SUV,Extended,Offer2,Employed,Married,High School or Below,1,122.0,817.692013,51246.0,4889.609695,F,Suburban,89
234,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,1,73.0,138.130879,43836.0,2813.692575,M,Rural,44
5068,Four-Door Car,Extended,Offer2,Disabled,Married,High School or Below,1,93.0,446.4,16049.0,3587.359906,M,Suburban,8
4233,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,6,80.0,489.594642,93721.0,6520.824777,F,Suburban,62
5046,Luxury SUV,Extended,Offer2,Employed,Married,Bachelor,6,211.0,1012.8,23589.0,16570.09009,M,Suburban,13
2260,Four-Door Car,Basic,Offer1,Medical Leave,Married,Bachelor,8,62.0,297.6,18107.0,4801.661503,M,Suburban,11
3305,Four-Door Car,Extended,Offer3,Employed,Divorced,College,3,99.0,475.2,43630.0,7908.669486,F,Suburban,30
140,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,7,71.0,259.591385,77221.0,5789.8509,F,Urban,49
2736,Two-Door Car,Basic,Offer4,Employed,Married,College,1,61.0,292.953446,32764.0,2452.726922,F,Suburban,23
4773,Sports Car,Extended,Offer1,Employed,Married,College,1,133.0,336.13217,44820.0,5182.393447,F,Urban,62
